customer_id,user_age,household_size,income_bracket,tenure_months,subscription_tier,billing_cycle,auto_renew_enabled,customer_acquisition_channel,primary_device,days_since_last_login,avg_watch_time_hours,content_completion_rate,payment_failures,support_tickets,support_resolution_time_days
USER_0151987,18,2,High,11,Basic,Monthly,No,Social_Ads,Console,4,41.8,0.46,0,0,0
USER_0132362,45,6,Low,10,Standard,Monthly,Yes,Referral,Smart TV,1,104.9,0.76,0,0,0
USER_0117544,31,1,Low,8,Basic,Annual,Yes,Promo_Code,Smart TV,0,60.3,0.57,0,0,0
USER_0153237,18,2,Low,7,Premium,Monthly,Yes,Referral,Mobile,12,67.0,0.72,1,0,0
USER_0112025,39,3,Medium,2,Premium,Monthly,Yes,Promo_Code,Mobile,8,50.1,0.44,0,0,0
USER_0021641,25,4,Low,80,Standard,Monthly,Yes,Social_Ads,Mobile,7,37.2,0.57,0,0,0
USER_0047236,48,2,Low,53,Premium,Annual,Yes,Organic,Smart TV,2,65.3,0.34,0,0,0
USER_0146327,29,1,Medium,5,Premium,Monthly,Yes,Organic,Mobile,1,20.4,0.45,0,0,0
USER_0077779,27,3,High,61,Premium,Monthly,Yes,Social_Ads,Mobile,2,55.9,0.65,0,0,0
USER_0108538,54,1,Low,1,Standard,Annual,Yes,Organic,Smart TV,2,21.7,0.19,1,0,0
USER_0017238,26,2,Medium,14,Standard,Annual,Yes,Organic,Mobile,6,52.5,0.54,1,1,0
USER_0149333,36,2,High,6,Premium,Monthly,Yes,Referral,Mobile,16,40.4,0.41,0,0,0
USER_0066830,37,2,Low,46,Basic,Monthly,Yes,Organic,Smart TV,0,50.0,0.67,0,0,0
USER_0036306,43,4,Low,22,Basic,Monthly,Yes,Promo_Code,Smart TV,0,73.7,0.5,0,1,0
USER_0057388,18,1,Medium,78,Basic,Annual,Yes,Organic,Smart TV,11,46.2,0.54,0,2,0
USER_0151478,23,2,High,2,Basic,Monthly,Yes,Promo_Code,Smart TV,4,86.7,0.47,0,1,0
USER_0136425,48,4,Low,4,Standard,Monthly,No,Social_Ads,Smart TV,15,101.3,0.57,0,0,0
USER_0156783,29,1,Low,5,Basic,Monthly,Yes,Referral,Web,13,13.3,0.7,0,0,0
USER_0118056,21,2,Medium,4,Basic,Monthly,Yes,Organic,Web,1,36.5,0.68,0,0,0
USER_0021483,21,2,Medium,62,Basic,Monthly,Yes,Organic,Web,8,31.2,0.8,0,0,0
USER_0133555,26,6,Medium,4,Standard,Monthly,Yes,Referral,Mobile,10,93.0,0.22,0,0,0
USER_0027134,42,1,Medium,30,Basic,Monthly,No,Social_Ads,Smart TV,0,73.3,0.95,1,1,0
USER_0011299,63,6,Low,67,Standard,Monthly,No,Referral,Mobile,17,84.5,0.65,0,1,0
USER_0018023,27,5,Low,19,Basic,Monthly,Yes,Promo_Code,Mobile,17,91.2,0.81,0,0,0
USER_0077134,36,4,Low,42,Standard,Monthly,Yes,Promo_Code,Mobile,0,72.1,0.41,0,1,0
USER_0101249,41,3,Medium,2,Standard,Monthly,Yes,Social_Ads,Smart TV,0,63.2,0.77,0,1,0
USER_0061553,38,3,High,45,Basic,Monthly,No,Promo_Code,Web,21,35.6,0.36,0,3,0
USER_0026674,42,2,Medium,65,Standard,Monthly,Yes,Organic,Mobile,2,1.7,0.89,0,1,0
USER_0125273,41,1,Medium,3,Basic,Monthly,No,Promo_Code,Smart TV,3,65.3,0.93,0,1,0
USER_0002007,18,3,Low,58,Standard,Monthly,No,Organic,Web,7,60.9,0.55,0,0,0
USER_0041327,22,2,Medium,45,Premium,Monthly,No,Social_Ads,Mobile,7,41.3,0.59,1,0,0
USER_0136316,18,1,Medium,3,Premium,Annual,Yes,Referral,Smart TV,0,38.1,0.67,1,0,0
USER_0059179,18,2,High,29,Premium,Monthly,No,Organic,Mobile,0,42.8,0.4,0,0,0
USER_0143080,49,2,High,5,Premium,Annual,Yes,Organic,Mobile,5,30.3,0.41,0,0,0
USER_0146290,25,2,Low,2,Standard,Monthly,Yes,Social_Ads,Mobile,0,19.1,0.69,0,3,0
USER_0018348,43,2,Low,13,Standard,Monthly,Yes,Referral,Smart TV,9,64.7,0.67,0,1,0
USER_0006820,21,1,Medium,67,Basic,Monthly,Yes,Social_Ads,Smart TV,5,55.6,0.94,0,0,0
USER_0109407,54,3,Medium,6,Premium,Monthly,No,Organic,Web,1,46.5,0.8,0,0,0
USER_0145468,18,1,High,9,Basic,Monthly,Yes,Organic,Smart TV,12,59.2,0.76,0,0,0
USER_0136702,30,5,Medium,5,Standard,Monthly,Yes,Social_Ads,Mobile,4,56.9,0.27,0,0,0
USER_0095183,18,1,Low,29,Basic,Monthly,Yes,Organic,Console,15,52.4,1.0,0,0,0
USER_0008168,55,4,High,40,Premium,Monthly,Yes,Referral,Smart TV,0,79.5,0.68,0,0,0
USER_0140271,31,2,High,10,Standard,Monthly,No,Promo_Code,Mobile,0,45.3,0.68,0,0,0
USER_0137277,45,2,Low,8,Basic,Monthly,Yes,Promo_Code,Smart TV,8,56.9,0.75,0,1,0
USER_0147340,34,2,Medium,11,Premium,Monthly,Yes,Social_Ads,Smart TV,17,65.0,0.67,0,0,0
USER_0024069,32,3,Medium,22,Premium,Monthly,Yes,Social_Ads,Mobile,25,57.6,1.0,0,0,0
USER_0123438,20,2,Low,7,Basic,Monthly,Yes,Organic,Mobile,3,13.1,0.34,0,0,0
USER_0115164,41,4,Medium,10,Basic,Annual,Yes,Organic,Mobile,8,86.6,0.27,0,0,0
USER_0053914,18,2,High,21,Premium,Annual,No,Promo_Code,Mobile,9,39.3,0.91,0,2,0
USER_0007252,42,2,Medium,41,Premium,Monthly,Yes,Organic,Mobile,2,88.9,0.72,0,0,0
USER_0115827,18,5,Low,8,Standard,Monthly,Yes,Social_Ads,Smart TV,22,91.3,0.31,0,1,0
USER_0086627,26,3,High,21,Basic,Monthly,Yes,Promo_Code,Mobile,0,66.4,0.72,0,0,0
USER_0069704,25,4,Medium,68,Premium,Monthly,Yes,Social_Ads,Smart TV,3,76.7,0.86,0,0,0
USER_0112512,33,1,Low,3,Standard,Monthly,Yes,Organic,Smart TV,2,44.3,0.49,0,0,0
USER_0098989,46,1,Medium,79,Standard,Annual,Yes,Organic,Smart TV,18,67.6,0.53,0,0,0
USER_0119886,28,2,Medium,7,Basic,Monthly,Yes,Social_Ads,Console,10,40.8,0.59,0,0,0
USER_0111132,38,2,Medium,4,Basic,Annual,Yes,Promo_Code,Mobile,2,59.5,0.48,0,0,0
USER_0118629,20,1,Low,5,Standard,Monthly,Yes,Organic,Mobile,12,37.1,0.64,0,0,0
USER_0029586,28,3,Low,21,Standard,Annual,No,Promo_Code,Smart TV,0,54.7,0.53,0,0,0
USER_0067725,18,4,Low,73,Basic,Monthly,No,Social_Ads,Smart TV,1,59.4,0.26,0,1,0
USER_0098268,25,4,Medium,48,Basic,Monthly,Yes,Organic,Mobile,10,65.4,0.78,0,1,0
USER_0080868,18,1,High,79,Standard,Monthly,Yes,Social_Ads,Mobile,9,1.7,0.65,0,0,0
USER_0101875,25,3,Low,2,Standard,Monthly,No,Organic,Mobile,4,51.4,0.47,0,1,0
USER_0010749,30,1,Low,81,Basic,Monthly,Yes,Referral,Smart TV,8,42.0,0.59,0,0,0
USER_0137936,30,1,Medium,10,Basic,Annual,Yes,Organic,Mobile,14,10.1,0.5,0,0,0
USER_0100531,24,2,Low,10,Premium,Monthly,Yes,Social_Ads,Mobile,12,49.9,0.76,0,0,0
USER_0012602,31,6,Low,50,Premium,Monthly,Yes,Promo_Code,Mobile,1,115.5,0.89,0,0,0
USER_0078940,20,1,Low,59,Standard,Monthly,No,Organic,Mobile,13,22.9,0.83,0,0,0
USER_0154545,37,1,High,10,Basic,Monthly,No,Social_Ads,Console,4,26.4,0.51,0,0,0
USER_0147585,18,3,Medium,6,Standard,Monthly,Yes,Organic,Mobile,4,32.8,0.53,0,0,0
USER_0128688,32,1,High,11,Standard,Annual,Yes,Organic,Console,8,14.6,0.89,0,0,0
USER_0005896,50,2,Medium,25,Basic,Monthly,Yes,Referral,Smart TV,4,72.1,0.29,0,1,0
USER_0136821,41,4,Medium,2,Standard,Monthly,Yes,Social_Ads,Console,1,60.9,0.54,0,1,0
USER_0087391,45,2,Medium,47,Basic,Monthly,Yes,Social_Ads,Web,0,45.3,0.54,0,0,0
USER_0146817,34,1,Medium,11,Basic,Monthly,Yes,Organic,Smart TV,1,53.3,0.72,0,0,0
USER_0027546,31,1,Low,73,Standard,Annual,Yes,Organic,Mobile,4,11.6,0.54,0,0,0
USER_0053463,34,1,Low,28,Standard,Monthly,Yes,Organic,Console,0,28.1,0.47,0,1,0
USER_0110602,42,4,Low,8,Premium,Monthly,Yes,Organic,Mobile,0,66.8,0.96,0,0,0
USER_0050363,41,3,Medium,75,Standard,Monthly,No,Organic,Smart TV,9,34.4,0.61,0,0,0
USER_0139336,18,3,Medium,7,Standard,Monthly,Yes,Social_Ads,Mobile,2,58.8,0.63,0,0,0
USER_0107671,48,1,High,11,Standard,Monthly,Yes,Social_Ads,Mobile,2,4.8,0.59,0,0,0
USER_0133036,28,4,Low,8,Standard,Annual,Yes,Organic,Mobile,8,36.2,0.75,0,0,0
USER_0138963,41,4,Medium,7,Premium,Monthly,Yes,Promo_Code,Web,3,66.5,0.66,0,0,0
USER_0110611,56,1,Medium,6,Standard,Monthly,Yes,Social_Ads,Mobile,10,38.6,0.62,0,1,0
USER_0030007,18,3,High,72,Standard,Monthly,Yes,Social_Ads,Mobile,5,74.3,0.56,0,1,0
USER_0121571,36,2,Medium,10,Standard,Monthly,Yes,Promo_Code,Mobile,18,30.3,0.72,0,0,0
USER_0006766,30,1,Medium,52,Premium,Monthly,Yes,Social_Ads,Console,29,20.3,0.47,0,0,0
USER_0156189,34,1,Medium,11,Standard,Monthly,Yes,Organic,Web,5,34.5,0.61,0,2,0
USER_0006004,18,2,Medium,26,Basic,Monthly,Yes,Organic,Smart TV,5,65.6,0.32,0,0,0
USER_0079068,32,2,High,70,Basic,Monthly,Yes,Promo_Code,Mobile,3,45.3,0.75,1,0,0
USER_0042692,32,2,Low,35,Basic,Monthly,Yes,Promo_Code,Mobile,0,42.2,0.53,0,0,0
USER_0104939,37,4,Medium,9,Basic,Monthly,Yes,Social_Ads,Smart TV,0,96.2,0.93,0,0,0
USER_0062280,47,1,Medium,54,Premium,Monthly,No,Promo_Code,Web,11,35.4,0.83,0,0,0
USER_0004896,28,4,Medium,37,Standard,Monthly,Yes,Organic,Smart TV,12,78.6,0.91,0,0,0
USER_0106656,18,2,Medium,11,Basic,Monthly,Yes,Social_Ads,Mobile,5,43.5,0.92,0,0,0
USER_0061414,20,2,Medium,24,Standard,Monthly,Yes,Organic,Smart TV,15,68.2,0.93,0,0,0
USER_0121588,26,4,High,2,Basic,Monthly,Yes,Social_Ads,Smart TV,2,95.4,0.71,0,0,0
USER_0109002,45,3,High,11,Standard,Monthly,No,Promo_Code,Web,3,30.6,0.8,0,2,0
USER_0028832,34,3,High,57,Basic,Annual,Yes,Organic,Mobile,6,39.5,0.7,0,0,0
USER_0127220,36,1,Low,4,Basic,Monthly,Yes,Promo_Code,Smart TV,13,52.7,0.88,0,0,0
USER_0088287,24,2,Medium,78,Basic,Monthly,Yes,Social_Ads,Mobile,7,65.4,0.93,0,0,0
USER_0059245,32,1,Medium,66,Basic,Monthly,Yes,Promo_Code,Smart TV,9,55.6,0.31,0,0,0
USER_0019967,32,5,Medium,46,Basic,Monthly,Yes,Organic,Smart TV,41,98.4,0.58,0,0,0
USER_0040151,40,1,High,40,Standard,Monthly,Yes,Social_Ads,Mobile,0,25.6,0.32,0,0,0
USER_0070048,61,5,Medium,70,Standard,Annual,Yes,Promo_Code,Smart TV,1,87.5,0.52,0,1,0
USER_0119949,38,4,Low,5,Standard,Monthly,No,Social_Ads,Smart TV,3,97.9,0.42,0,0,0
USER_0003976,38,2,High,50,Basic,Annual,Yes,Organic,Mobile,23,49.4,0.65,0,0,0
USER_0103833,40,3,Low,7,Standard,Annual,Yes,Social_Ads,Web,29,37.5,0.45,0,0,0
USER_0134622,29,3,Low,8,Basic,Monthly,Yes,Organic,Smart TV,1,76.6,0.62,0,0,0
USER_0098121,35,1,Medium,57,Premium,Monthly,Yes,Referral,Console,1,33.3,0.61,1,0,0
USER_0143317,44,4,Medium,3,Premium,Monthly,Yes,Social_Ads,Mobile,12,67.1,0.47,0,0,0
USER_0013811,18,6,Low,64,Basic,Monthly,Yes,Promo_Code,Smart TV,6,75.7,0.47,0,0,0
USER_0132583,38,2,Low,5,Standard,Monthly,No,Social_Ads,Smart TV,3,74.0,0.59,0,0,0
USER_0120191,34,1,High,2,Standard,Annual,Yes,Referral,Mobile,4,33.8,0.42,0,0,0
USER_0113903,46,1,Medium,10,Basic,Monthly,Yes,Organic,Mobile,0,29.9,0.74,0,0,0
USER_0034982,42,1,Medium,65,Standard,Monthly,Yes,Organic,Mobile,0,23.4,0.5,1,1,0
USER_0100817,27,4,Low,3,Standard,Monthly,No,Social_Ads,Smart TV,11,81.0,0.84,0,0,0
USER_0043418,42,4,Medium,51,Basic,Monthly,Yes,Social_Ads,Web,26,77.9,0.69,0,0,0
USER_0069899,47,1,Medium,14,Standard,Annual,Yes,Promo_Code,Smart TV,12,47.7,0.68,0,1,0
USER_0026460,22,4,Medium,53,Basic,Monthly,Yes,Social_Ads,Mobile,10,40.8,0.5,1,0,0
USER_0051741,34,1,Medium,46,Basic,Monthly,Yes,Social_Ads,Smart TV,17,22.6,0.74,0,0,0
USER_0017315,39,4,Medium,65,Basic,Monthly,Yes,Promo_Code,Console,4,45.8,0.62,0,0,0
USER_0100854,18,3,Medium,9,Standard,Monthly,Yes,Promo_Code,Smart TV,0,64.8,0.47,0,0,0
USER_0016404,31,3,Low,35,Basic,Monthly,Yes,Organic,Console,11,74.3,0.33,0,0,0
USER_0128637,42,2,Low,9,Standard,Monthly,No,Social_Ads,Smart TV,1,75.1,0.79,0,0,0
USER_0121215,23,1,Low,9,Premium,Monthly,Yes,Social_Ads,Web,6,32.8,0.75,0,0,0
USER_0146794,29,5,Low,8,Premium,Monthly,Yes,Referral,Console,0,66.6,0.76,0,0,0
USER_0026233,24,1,Medium,42,Standard,Monthly,Yes,Social_Ads,Mobile,8,35.9,0.42,0,0,0
USER_0062539,28,3,Low,30,Premium,Annual,Yes,Promo_Code,Smart TV,1,76.7,0.31,0,0,0
USER_0019061,63,2,Low,14,Standard,Monthly,Yes,Organic,Console,4,40.0,0.39,0,1,0
USER_0111034,28,1,Low,2,Standard,Monthly,No,Referral,Mobile,25,27.4,0.88,0,1,0
USER_0114230,18,5,Medium,6,Basic,Monthly,Yes,Organic,Console,14,77.5,1.0,0,0,0
USER_0128227,36,2,Medium,11,Standard,Monthly,No,Social_Ads,Smart TV,10,70.9,0.56,0,0,0
USER_0003747,33,4,Low,60,Basic,Monthly,Yes,Promo_Code,Smart TV,4,57.2,0.47,0,0,0
USER_0127922,18,1,High,6,Premium,Monthly,Yes,Organic,Mobile,14,27.3,0.51,0,0,0
USER_0106981,32,2,Low,2,Standard,Annual,No,Social_Ads,Smart TV,11,63.5,0.39,0,0,0
USER_0065723,36,6,Medium,79,Basic,Monthly,No,Organic,Console,3,94.7,0.72,0,0,0
USER_0043953,43,1,Medium,61,Basic,Monthly,Yes,Promo_Code,Web,12,22.7,0.56,0,0,0
USER_0063260,40,4,Medium,35,Premium,Monthly,Yes,Promo_Code,Mobile,8,57.2,0.66,0,0,0
USER_0048916,33,1,Medium,57,Basic,Monthly,No,Referral,Smart TV,7,62.1,0.59,0,0,0
USER_0065192,39,1,Low,47,Premium,Monthly,Yes,Referral,Console,0,24.8,0.68,0,0,0
USER_0020730,18,2,Medium,74,Basic,Monthly,Yes,Referral,Mobile,1,43.4,0.79,0,0,0
USER_0034700,42,4,High,13,Basic,Monthly,No,Social_Ads,Console,12,77.4,0.45,1,0,0
USER_0130317,21,3,Medium,11,Premium,Monthly,Yes,Organic,Console,4,48.1,0.67,0,0,0
USER_0110844,30,2,Medium,7,Standard,Monthly,Yes,Social_Ads,Smart TV,1,43.4,0.47,0,0,0
USER_0035065,25,1,Medium,24,Premium,Monthly,No,Social_Ads,Smart TV,0,52.6,0.74,0,0,0
USER_0044448,39,3,Low,80,Basic,Monthly,Yes,Social_Ads,Mobile,11,24.8,0.63,1,0,0
USER_0057215,18,2,Low,52,Basic,Annual,No,Referral,Web,1,46.6,0.55,0,0,0
USER_0152236,53,2,Medium,1,Standard,Monthly,No,Social_Ads,Mobile,1,42.7,0.73,0,0,0
USER_0059344,54,2,High,35,Standard,Monthly,Yes,Organic,Mobile,14,39.4,0.67,0,0,0
USER_0016779,26,4,Medium,78,Basic,Monthly,Yes,Social_Ads,Smart TV,13,102.5,0.62,0,0,0
USER_0095407,25,1,Medium,36,Premium,Annual,Yes,Referral,Mobile,7,44.1,0.54,0,0,0
USER_0066356,30,2,Medium,26,Standard,Monthly,Yes,Social_Ads,Console,5,37.0,0.79,0,0,0
USER_0111833,25,1,High,6,Premium,Annual,Yes,Organic,Smart TV,8,29.2,0.68,1,1,0
USER_0119319,28,2,Medium,2,Standard,Monthly,Yes,Organic,Console,3,50.3,0.41,0,2,0
USER_0145477,61,2,Low,1,Basic,Monthly,Yes,Social_Ads,Console,0,29.3,0.33,0,1,0
USER_0055165,27,3,Low,76,Basic,Annual,Yes,Referral,Web,6,75.7,0.52,0,0,0
USER_0149604,35,5,Medium,8,Premium,Monthly,Yes,Social_Ads,Mobile,3,65.3,0.78,0,0,0
USER_0031722,37,1,Medium,52,Basic,Monthly,Yes,Organic,Console,1,32.9,0.63,0,1,0
USER_0114081,42,2,Low,10,Basic,Monthly,Yes,Social_Ads,Smart TV,0,73.0,0.83,0,0,0
USER_0017028,33,3,Medium,32,Standard,Annual,Yes,Promo_Code,Mobile,4,41.4,0.62,0,0,0
USER_0011975,72,5,Low,69,Standard,Monthly,No,Promo_Code,Console,22,99.2,0.6,0,1,0
USER_0150037,18,2,Medium,3,Basic,Monthly,Yes,Social_Ads,Mobile,9,37.8,0.83,0,0,0
USER_0108236,42,5,Medium,10,Premium,Monthly,Yes,Organic,Web,0,69.0,0.56,0,0,0
USER_0022920,52,2,Medium,74,Standard,Monthly,Yes,Promo_Code,Mobile,11,10.6,0.72,1,0,0
USER_0141082,18,1,Low,6,Standard,Monthly,Yes,Promo_Code,Smart TV,10,55.2,0.69,0,0,0
USER_0016485,21,2,Medium,62,Standard,Annual,Yes,Organic,Mobile,21,13.6,0.75,0,0,0
USER_0032692,42,1,Medium,80,Basic,Monthly,Yes,Organic,Smart TV,4,23.1,0.68,1,1,0
USER_0135693,34,3,Low,11,Premium,Monthly,Yes,Organic,Console,12,51.2,0.86,0,0,0
USER_0052638,31,2,Medium,42,Basic,Monthly,Yes,Referral,Smart TV,14,74.0,0.76,0,1,0
USER_0019654,63,1,Medium,52,Basic,Monthly,Yes,Organic,Smart TV,10,46.4,0.85,0,1,0
USER_0155548,18,2,Medium,2,Premium,Monthly,Yes,Organic,Smart TV,20,80.2,0.79,0,0,0
USER_0083572,18,6,High,19,Standard,Monthly,Yes,Social_Ads,Smart TV,3,105.4,0.77,0,0,0
USER_0055353,42,2,Low,55,Basic,Monthly,No,Referral,Smart TV,12,45.6,0.82,0,0,0
USER_0133340,34,1,Low,10,Standard,Monthly,No,Referral,Console,18,39.5,0.58,0,0,0
USER_0085200,35,2,Medium,50,Basic,Monthly,Yes,Social_Ads,Smart TV,4,40.2,0.65,0,0,0
USER_0064751,62,1,Low,21,Premium,Monthly,No,Organic,Console,6,51.0,0.64,0,1,0
USER_0079826,29,3,Low,54,Standard,Monthly,Yes,Promo_Code,Console,6,45.2,0.66,0,0,0
USER_0041687,29,4,Low,50,Basic,Annual,Yes,Organic,Smart TV,8,71.0,0.53,0,0,0
USER_0121792,43,4,Medium,4,Premium,Monthly,No,Social_Ads,Web,5,48.2,0.76,0,0,0
USER_0149138,36,4,Low,8,Basic,Monthly,Yes,Organic,Web,7,59.6,0.45,1,0,0
USER_0019317,18,1,Low,80,Standard,Monthly,No,Referral,Mobile,32,12.6,0.28,0,1,0
USER_0041783,37,1,Medium,30,Standard,Monthly,Yes,Social_Ads,Mobile,31,16.7,0.72,0,0,0
USER_0023882,18,6,Medium,19,Basic,Monthly,Yes,Organic,Mobile,0,77.1,0.75,0,0,0
USER_0080942,21,3,Medium,60,Standard,Annual,Yes,Referral,Mobile,6,57.5,0.64,0,0,0
USER_0117507,27,3,Medium,2,Basic,Monthly,No,Organic,Mobile,8,51.9,0.81,0,1,0
USER_0130290,45,1,Medium,7,Basic,Monthly,No,Social_Ads,Console,9,29.2,0.79,0,0,0
USER_0153592,18,4,High,8,Standard,Monthly,Yes,Organic,Smart TV,0,78.9,0.39,0,0,0
USER_0062607,48,1,Medium,79,Standard,Monthly,Yes,Referral,Web,2,59.5,0.76,0,0,0
USER_0117149,19,1,Low,2,Standard,Monthly,No,Referral,Mobile,1,12.6,0.69,0,3,0
USER_0081527,45,3,Medium,61,Basic,Annual,Yes,Promo_Code,Web,9,31.7,0.36,0,1,0
USER_0034169,31,2,Medium,60,Standard,Monthly,Yes,Organic,Mobile,12,45.0,0.71,0,0,0
USER_0131721,23,5,Low,2,Standard,Monthly,Yes,Social_Ads,Smart TV,0,79.4,0.66,0,2,0
USER_0123496,21,2,High,10,Standard,Monthly,Yes,Promo_Code,Smart TV,2,53.0,0.67,1,0,0
USER_0124307,36,2,High,11,Standard,Annual,Yes,Social_Ads,Mobile,9,0.0,0.45,0,0,0
USER_0002929,18,3,Medium,60,Standard,Monthly,Yes,Organic,Web,2,44.9,0.94,0,0,0
USER_0037987,35,2,Low,76,Standard,Annual,Yes,Organic,Smart TV,13,68.4,0.57,0,1,0
USER_0035167,24,3,High,39,Standard,Monthly,Yes,Promo_Code,Console,18,42.9,0.4,0,1,0
USER_0039735,18,2,Low,71,Basic,Monthly,Yes,Organic,Smart TV,43,66.8,0.77,0,0,0
USER_0147072,52,2,Medium,3,Standard,Monthly,No,Organic,Console,11,57.1,0.56,0,0,0
USER_0072526,18,5,Low,50,Basic,Monthly,Yes,Promo_Code,Smart TV,0,86.1,0.55,0,1,0
USER_0027464,54,2,Low,81,Basic,Monthly,Yes,Organic,Smart TV,8,55.5,0.87,0,0,0
USER_0095895,49,1,Medium,79,Basic,Annual,No,Social_Ads,Mobile,4,50.4,0.45,0,0,0
USER_0124122,18,2,Medium,11,Premium,Monthly,Yes,Organic,Mobile,3,45.8,0.54,0,0,0
USER_0100198,50,2,Medium,6,Basic,Monthly,Yes,Organic,Mobile,2,27.0,0.56,0,1,0
USER_0084596,49,1,Medium,52,Basic,Monthly,Yes,Social_Ads,Mobile,0,38.2,0.92,1,1,0
USER_0087895,43,4,High,44,Basic,Annual,Yes,Organic,Smart TV,8,96.5,0.28,0,0,0
USER_0099331,41,2,Medium,71,Basic,Monthly,Yes,Social_Ads,Console,3,55.0,0.86,0,0,0
USER_0107697,19,3,Low,5,Basic,Monthly,Yes,Social_Ads,Mobile,2,15.6,0.66,0,0,0
USER_0115658,18,2,Low,11,Premium,Monthly,No,Organic,Mobile,3,40.6,1.0,0,0,0
USER_0057488,49,1,Low,61,Premium,Monthly,No,Social_Ads,Web,4,42.3,0.89,1,0,0
USER_0130021,37,2,Medium,7,Basic,Annual,Yes,Social_Ads,Mobile,0,25.1,0.56,0,0,0
USER_0061542,35,3,Low,72,Standard,Monthly,Yes,Organic,Smart TV,0,73.7,0.42,0,1,0
USER_0113315,40,2,Low,3,Standard,Annual,Yes,Social_Ads,Smart TV,9,45.9,0.59,0,0,0
USER_0111959,38,1,High,8,Premium,Monthly,Yes,Organic,Web,1,24.3,0.71,0,0,0
USER_0054761,41,2,Medium,75,Standard,Monthly,No,Promo_Code,Smart TV,15,63.5,0.34,0,0,0
USER_0004350,49,1,Medium,16,Standard,Monthly,Yes,Social_Ads,Smart TV,1,52.2,0.39,0,0,0
USER_0007696,36,3,High,34,Standard,Monthly,No,Promo_Code,Mobile,3,63.2,0.58,0,0,0
USER_0039490,40,2,Low,82,Basic,Monthly,Yes,Organic,Mobile,3,45.5,0.4,0,0,0
USER_0060166,33,2,High,57,Standard,Monthly,Yes,Promo_Code,Smart TV,2,64.3,0.54,0,0,0
USER_0140841,64,2,Medium,4,Premium,Monthly,Yes,Social_Ads,Console,20,54.6,0.5,0,0,0
USER_0147847,41,2,Low,7,Standard,Monthly,No,Promo_Code,Mobile,1,61.0,0.78,0,1,0
USER_0111138,28,2,High,8,Standard,Monthly,Yes,Social_Ads,Web,0,21.8,0.62,0,0,0
USER_0102955,24,4,Low,6,Basic,Annual,Yes,Organic,Mobile,5,69.7,1.0,0,0,0
USER_0075463,43,6,Medium,34,Premium,Monthly,Yes,Social_Ads,Smart TV,8,107.1,0.69,0,0,0
USER_0124776,49,3,High,7,Basic,Monthly,No,Organic,Mobile,3,40.2,1.0,0,0,0
USER_0051795,19,1,Medium,73,Basic,Monthly,Yes,Promo_Code,Console,12,54.0,0.81,0,0,0
USER_0145470,24,1,High,4,Standard,Monthly,No,Organic,Web,5,27.7,1.0,0,0,0
USER_0033254,25,1,Medium,21,Premium,Monthly,Yes,Social_Ads,Smart TV,4,66.4,0.71,0,0,0
USER_0075627,30,1,Medium,25,Basic,Monthly,Yes,Promo_Code,Smart TV,2,46.7,0.59,0,1,0
USER_0157606,26,3,Low,4,Premium,Monthly,No,Referral,Web,1,47.7,0.34,0,0,0
USER_0137940,26,1,Medium,3,Standard,Annual,Yes,Organic,Smart TV,4,34.9,0.88,0,0,0
USER_0051168,39,2,Low,77,Basic,Monthly,Yes,Organic,Mobile,6,46.3,0.66,0,0,0
USER_0117836,31,2,Low,4,Premium,Monthly,Yes,Organic,Mobile,2,46.3,0.77,0,0,0
USER_0014640,21,3,Low,71,Basic,Monthly,Yes,Promo_Code,Smart TV,6,61.5,0.6,0,0,0
USER_0116325,30,1,Low,1,Standard,Monthly,No,Promo_Code,Mobile,1,23.4,0.7,0,1,0
USER_0145277,42,3,High,5,Basic,Annual,No,Social_Ads,Web,0,54.4,0.58,0,0,0
USER_0113453,48,1,Low,7,Premium,Monthly,No,Social_Ads,Mobile,10,26.8,0.81,0,0,0
USER_0127856,37,3,Low,8,Premium,Monthly,Yes,Social_Ads,Smart TV,17,73.9,0.51,0,0,0
USER_0134397,34,1,Medium,8,Basic,Monthly,No,Organic,Smart TV,19,68.8,0.63,0,0,0
USER_0098571,36,1,Low,41,Basic,Monthly,No,Promo_Code,Mobile,3,31.9,0.48,0,0,0
USER_0120980,21,6,Medium,1,Standard,Monthly,Yes,Social_Ads,Smart TV,9,91.7,0.53,0,0,0
USER_0134136,46,4,Low,3,Standard,Annual,Yes,Referral,Mobile,1,90.0,0.77,0,0,0
USER_0032157,28,2,Medium,77,Premium,Monthly,No,Promo_Code,Smart TV,8,70.4,0.76,0,0,0
USER_0156170,28,1,Medium,7,Standard,Monthly,Yes,Organic,Mobile,0,13.8,0.88,0,0,0
USER_0068670,42,2,Medium,67,Standard,Monthly,Yes,Promo_Code,Web,10,36.2,0.48,0,0,0
USER_0088650,27,1,Medium,73,Standard,Monthly,Yes,Organic,Web,6,7.5,0.51,0,0,0
USER_0146840,45,4,Medium,4,Premium,Monthly,Yes,Organic,Web,20,74.8,0.62,0,0,0
USER_0065043,42,2,Medium,80,Basic,Monthly,Yes,Social_Ads,Smart TV,16,71.6,0.54,0,0,0
USER_0073593,21,1,Medium,74,Standard,Annual,Yes,Social_Ads,Mobile,17,26.2,0.29,1,0,0
USER_0041907,38,2,Low,70,Standard,Monthly,Yes,Organic,Mobile,6,28.3,0.35,0,0,0
