customer_id,user_age,household_size,income_bracket,tenure_months,subscription_tier,billing_cycle,auto_renew_enabled,customer_acquisition_channel,primary_device,days_since_last_login,avg_watch_time_hours,content_completion_rate,payment_failures,support_tickets,support_resolution_time_days,churn
USER_0020331,52,3,High,3,Basic,Monthly,Yes,Organic,Smart TV,9,52.5,0.89,0,0,0,1
USER_0020332,33,1,Medium,29,Standard,Annual,Yes,Referral,Mobile,2,34.5,0.35,0,0,0,0
USER_0020333,44,2,High,45,Basic,Monthly,No,Social_Ads,Smart TV,0,58.7,0.77,0,1,0,0
USER_0020334,48,2,High,66,Standard,Annual,Yes,Promo_Code,Console,19,38.2,0.46,1,1,0,1
USER_0020335,18,2,Medium,47,Standard,Monthly,Yes,Organic,Smart TV,0,59.9,0.48,0,0,0,1
USER_0020336,28,4,Low,10,Premium,Annual,Yes,Social_Ads,Mobile,4,67.6,0.66,0,1,0,0
USER_0020337,36,4,Medium,62,Premium,Monthly,Yes,Organic,Web,8,57.4,0.71,0,1,0,0
USER_0020338,29,4,Low,49,Standard,Monthly,Yes,Organic,Smart TV,3,93.8,0.76,0,0,0,0
USER_0020339,36,1,Medium,66,Basic,Monthly,Yes,Promo_Code,Mobile,1,51.5,0.47,0,0,0,1
USER_0020340,30,4,Medium,68,Standard,Monthly,No,Social_Ads,Console,3,67.8,0.19,0,0,0,1
USER_0020341,28,1,High,32,Basic,Monthly,Yes,Social_Ads,Mobile,2,24.0,0.61,0,0,0,1
USER_0020342,56,1,High,3,Basic,Monthly,No,Promo_Code,Smart TV,0,31.4,0.56,0,1,0,0
USER_0020343,32,2,Low,63,Premium,Monthly,Yes,Organic,Smart TV,21,36.4,0.57,0,0,0,0
USER_0020344,32,2,Medium,67,Basic,Monthly,Yes,Organic,Mobile,9,66.8,0.67,0,0,0,0
USER_0020345,18,4,Medium,15,Standard,Monthly,Yes,Social_Ads,Mobile,1,46.9,0.52,0,0,0,0
USER_0020346,35,2,High,9,Standard,Annual,No,Referral,Smart TV,0,52.2,0.68,1,0,0,1
USER_0020347,35,2,Medium,71,Premium,Monthly,Yes,Social_Ads,Console,20,37.2,0.4,0,0,0,0
USER_0020348,35,1,Medium,46,Premium,Monthly,No,Referral,Console,1,50.8,0.4,0,2,0,1
USER_0020349,32,3,High,41,Premium,Monthly,Yes,Social_Ads,Smart TV,3,74.0,0.77,0,0,0,0
USER_0020350,45,4,High,51,Standard,Monthly,No,Organic,Mobile,5,35.1,0.65,0,0,0,1
USER_0020351,30,2,Low,12,Premium,Monthly,Yes,Social_Ads,Smart TV,6,80.7,0.71,0,0,0,0
USER_0020352,31,1,Low,1,Standard,Monthly,Yes,Organic,Mobile,3,33.3,0.45,0,1,0,0
USER_0020353,31,3,High,24,Basic,Monthly,Yes,Promo_Code,Console,0,48.7,0.77,0,0,0,1
USER_0020354,19,2,Medium,63,Standard,Monthly,No,Organic,Smart TV,5,64.8,1.0,0,0,0,0
USER_0020355,22,2,Medium,36,Standard,Monthly,Yes,Organic,Smart TV,0,34.2,0.65,0,0,0,0
USER_0020356,33,1,Medium,26,Standard,Annual,Yes,Social_Ads,Smart TV,3,49.8,0.43,0,0,0,1
USER_0020357,39,4,Low,32,Standard,Monthly,Yes,Social_Ads,Mobile,0,64.2,0.88,0,0,0,1
USER_0020358,21,3,Medium,29,Basic,Annual,No,Organic,Smart TV,0,81.5,0.72,0,0,0,0
USER_0020359,18,2,Medium,19,Basic,Monthly,No,Promo_Code,Mobile,11,49.6,0.31,0,0,0,0
USER_0020360,44,5,Medium,34,Premium,Monthly,Yes,Promo_Code,Smart TV,4,75.2,0.35,0,0,0,0
USER_0020361,41,4,Medium,3,Standard,Monthly,Yes,Organic,Mobile,5,63.5,0.22,1,0,0,1
USER_0020362,33,1,High,1,Basic,Annual,Yes,Social_Ads,Mobile,3,31.0,0.54,0,1,0,0
USER_0020363,30,3,Low,9,Premium,Annual,Yes,Promo_Code,Console,8,63.4,0.49,0,0,0,1
USER_0020364,23,2,High,32,Premium,Monthly,Yes,Organic,Smart TV,1,61.3,0.8,0,0,0,0
USER_0020365,45,4,Medium,44,Premium,Monthly,Yes,Referral,Mobile,8,50.7,0.43,0,1,0,0
USER_0020366,42,4,High,15,Standard,Monthly,No,Social_Ads,Smart TV,13,86.3,0.94,0,0,0,0
USER_0020367,18,2,Low,38,Standard,Annual,Yes,Referral,Smart TV,1,61.8,0.5,1,0,0,0
USER_0020368,46,4,Medium,18,Basic,Annual,Yes,Promo_Code,Smart TV,4,90.1,0.68,0,0,0,0
USER_0020369,26,2,Medium,21,Basic,Monthly,Yes,Social_Ads,Smart TV,0,60.5,0.83,0,0,0,0
USER_0020370,40,4,High,42,Basic,Annual,Yes,Promo_Code,Mobile,7,62.4,0.46,0,0,0,1
USER_0020371,33,4,High,68,Standard,Monthly,No,Organic,Smart TV,17,65.6,0.73,2,0,0,1
USER_0020372,55,3,Medium,31,Basic,Monthly,No,Organic,Mobile,0,63.7,0.38,0,0,0,1
USER_0020373,43,1,Medium,69,Basic,Annual,Yes,Organic,Mobile,0,3.0,0.57,0,0,0,0
USER_0020374,34,5,Low,37,Basic,Monthly,No,Organic,Smart TV,14,84.2,0.45,0,0,0,0
USER_0020375,61,4,High,10,Premium,Monthly,Yes,Social_Ads,Mobile,9,61.5,0.5,0,1,0,1
USER_0020376,34,2,Medium,14,Premium,Monthly,No,Social_Ads,Mobile,4,48.8,0.64,0,0,0,0
USER_0020377,42,2,Low,67,Premium,Monthly,Yes,Social_Ads,Mobile,8,51.2,0.47,0,0,0,0
USER_0020378,76,4,Medium,22,Premium,Monthly,Yes,Organic,Console,8,79.1,0.45,0,0,0,0
USER_0020379,20,2,High,70,Basic,Monthly,Yes,Organic,Mobile,15,13.2,0.66,0,0,0,1
USER_0020380,40,1,Medium,46,Basic,Monthly,No,Social_Ads,Smart TV,4,38.1,0.81,0,0,0,0
USER_0020381,44,1,High,56,Standard,Annual,Yes,Organic,Web,4,22.1,0.5,0,0,0,0
USER_0020382,25,1,High,41,Premium,Annual,Yes,Social_Ads,Smart TV,4,60.8,0.59,0,0,0,0
USER_0020383,34,2,High,37,Premium,Monthly,Yes,Organic,Smart TV,1,55.0,0.86,0,0,0,0
USER_0020384,54,2,Low,61,Basic,Monthly,Yes,Social_Ads,Web,10,18.9,0.79,1,1,0,0
USER_0020385,22,2,High,66,Standard,Monthly,Yes,Social_Ads,Smart TV,1,63.9,0.42,0,0,0,1
USER_0020386,23,6,Medium,46,Basic,Annual,Yes,Promo_Code,Mobile,0,76.8,0.85,0,0,0,0
USER_0020387,26,4,Medium,11,Basic,Monthly,Yes,Organic,Web,2,69.6,0.53,0,0,0,0
USER_0020388,36,2,Medium,5,Standard,Monthly,No,Organic,Smart TV,7,80.6,0.53,0,1,0,0
USER_0020389,28,3,Medium,36,Basic,Monthly,No,Social_Ads,Web,1,42.8,0.55,1,0,0,1
USER_0020390,53,4,Medium,38,Standard,Monthly,Yes,Organic,Mobile,14,58.6,0.8,0,0,0,1
USER_0020391,25,1,Medium,45,Standard,Monthly,Yes,Organic,Console,3,24.6,0.69,0,2,0,0
USER_0020392,49,1,High,57,Basic,Monthly,Yes,Promo_Code,Smart TV,7,43.4,0.58,1,1,0,0
USER_0020393,38,2,Medium,33,Premium,Monthly,No,Social_Ads,Web,16,18.6,0.45,0,0,0,1
USER_0020394,20,2,High,23,Premium,Monthly,No,Social_Ads,Mobile,3,31.8,0.54,0,0,0,1
USER_0020395,70,1,Medium,62,Basic,Annual,Yes,Referral,Smart TV,5,12.5,0.99,0,0,0,0
USER_0020396,18,1,Medium,53,Standard,Monthly,Yes,Promo_Code,Mobile,3,68.7,0.33,0,0,0,0
USER_0020397,18,2,High,46,Premium,Monthly,No,Promo_Code,Web,2,45.5,0.75,0,0,0,1
USER_0020398,28,2,Medium,16,Basic,Monthly,Yes,Promo_Code,Mobile,7,74.7,0.38,0,0,0,0
USER_0020399,18,5,Low,50,Basic,Monthly,Yes,Organic,Smart TV,0,65.7,0.59,1,0,0,0
USER_0020400,50,2,Low,13,Standard,Annual,Yes,Promo_Code,Mobile,16,39.1,0.63,1,2,0,1
USER_0020401,20,3,Low,47,Standard,Monthly,Yes,Promo_Code,Mobile,4,17.2,0.84,0,0,0,1
USER_0020402,42,2,Medium,7,Basic,Monthly,Yes,Organic,Mobile,2,20.8,0.62,0,0,0,0
USER_0020403,26,1,Low,19,Basic,Monthly,Yes,Organic,Smart TV,2,0.0,0.86,0,0,0,0
USER_0020404,52,1,High,56,Basic,Monthly,Yes,Organic,Mobile,4,34.7,0.41,1,0,0,0
USER_0020405,32,2,Low,30,Basic,Monthly,No,Promo_Code,Web,5,62.7,0.47,0,0,0,1
USER_0020406,36,2,Medium,35,Standard,Monthly,Yes,Social_Ads,Console,3,26.0,0.62,0,0,0,1
USER_0020407,23,2,Low,71,Basic,Monthly,Yes,Promo_Code,Mobile,15,27.5,0.47,0,0,0,0
USER_0020408,26,3,Medium,10,Standard,Monthly,No,Social_Ads,Mobile,7,63.6,0.72,0,0,0,1
USER_0020409,41,2,High,4,Basic,Monthly,Yes,Promo_Code,Mobile,0,20.6,0.77,0,0,0,0
USER_0020410,19,2,Medium,28,Standard,Monthly,Yes,Promo_Code,Mobile,1,37.5,0.8,0,0,0,0
USER_0020411,32,3,Medium,18,Standard,Annual,Yes,Organic,Console,4,27.7,0.4,0,0,0,0
USER_0020412,18,1,High,18,Standard,Monthly,Yes,Referral,Mobile,5,29.1,0.37,0,0,0,0
USER_0020413,18,1,High,48,Standard,Annual,Yes,Social_Ads,Smart TV,4,22.3,0.41,1,1,0,1
USER_0020414,44,3,Medium,44,Standard,Monthly,Yes,Promo_Code,Mobile,5,54.0,0.67,0,0,0,0
USER_0020415,18,4,Low,56,Basic,Annual,No,Referral,Mobile,2,72.8,0.3,0,0,0,1
USER_0020416,36,3,Low,37,Basic,Monthly,No,Referral,Mobile,15,45.2,0.66,0,0,0,1
USER_0020417,56,2,Medium,11,Basic,Monthly,Yes,Social_Ads,Mobile,2,59.6,0.49,0,0,0,0
USER_0020418,21,1,Low,34,Basic,Monthly,No,Organic,Mobile,16,9.7,0.71,0,0,0,0
USER_0020419,21,3,Medium,66,Standard,Monthly,Yes,Organic,Mobile,6,28.0,1.0,0,0,0,0
USER_0020420,36,3,High,46,Standard,Monthly,Yes,Social_Ads,Mobile,4,61.2,0.66,1,0,0,1
USER_0020421,25,4,Medium,25,Standard,Monthly,Yes,Social_Ads,Smart TV,3,77.7,0.2,0,0,0,0
USER_0020422,36,2,Medium,66,Standard,Annual,Yes,Promo_Code,Console,1,41.0,0.5,0,0,0,0
USER_0020423,47,1,Low,35,Premium,Monthly,No,Organic,Smart TV,5,72.5,0.78,0,1,0,1
USER_0020424,47,1,High,47,Premium,Monthly,Yes,Organic,Web,3,66.9,0.47,0,0,0,0
USER_0020425,43,4,Medium,51,Basic,Monthly,No,Social_Ads,Mobile,9,81.2,0.79,1,0,0,0
USER_0020426,44,3,Medium,21,Standard,Monthly,No,Social_Ads,Mobile,9,68.8,0.64,0,0,0,0
USER_0020427,38,2,Low,51,Basic,Monthly,Yes,Social_Ads,Console,7,29.0,0.56,0,0,0,0
USER_0020428,24,2,Medium,16,Basic,Monthly,Yes,Social_Ads,Mobile,2,55.4,0.42,0,0,0,0
USER_0020429,39,1,High,63,Basic,Monthly,Yes,Organic,Smart TV,2,45.1,0.5,0,1,0,0
USER_0020430,41,6,Medium,14,Standard,Monthly,Yes,Social_Ads,Console,0,69.0,0.95,0,0,0,0
USER_0020431,18,4,Medium,60,Premium,Monthly,No,Organic,Web,10,69.9,0.57,0,1,0,0
USER_0020432,18,2,Medium,67,Standard,Monthly,Yes,Promo_Code,Mobile,3,72.6,0.75,0,0,0,0
USER_0020433,49,1,Low,23,Standard,Monthly,Yes,Social_Ads,Smart TV,10,48.8,0.71,0,0,0,0
USER_0020434,30,1,Medium,6,Standard,Monthly,No,Organic,Mobile,14,25.5,0.76,0,0,0,1
USER_0020435,23,1,Medium,41,Basic,Monthly,Yes,Organic,Web,0,35.2,0.64,0,0,0,0
USER_0020436,22,2,Medium,22,Standard,Annual,Yes,Organic,Console,6,41.3,0.62,0,1,0,1
USER_0020437,47,3,Low,27,Basic,Monthly,No,Organic,Web,8,78.4,0.56,0,0,0,1
USER_0020438,22,2,High,69,Standard,Monthly,Yes,Social_Ads,Smart TV,7,73.9,0.46,0,1,0,0
USER_0020439,45,1,Medium,11,Basic,Monthly,No,Organic,Mobile,5,44.9,0.47,1,0,0,0
USER_0020440,65,3,Low,60,Basic,Monthly,No,Organic,Mobile,5,74.9,0.5,0,0,0,1
USER_0020441,27,5,Medium,3,Basic,Annual,Yes,Organic,Web,0,74.9,0.33,0,0,0,0
USER_0020442,24,1,Low,39,Standard,Monthly,Yes,Organic,Mobile,11,69.0,0.47,0,0,0,0
USER_0020443,58,2,High,18,Standard,Monthly,Yes,Social_Ads,Console,13,48.9,0.59,0,0,0,0
USER_0020444,18,2,Low,9,Basic,Monthly,Yes,Social_Ads,Smart TV,0,64.3,0.61,1,0,0,0
USER_0020445,18,1,Low,69,Premium,Annual,Yes,Organic,Smart TV,9,62.9,0.78,1,0,0,0
USER_0020446,48,1,Medium,70,Basic,Annual,Yes,Social_Ads,Mobile,21,17.7,0.87,0,0,0,0
USER_0020447,26,1,High,67,Basic,Monthly,No,Social_Ads,Smart TV,6,54.2,0.43,0,0,0,1
USER_0020448,37,6,Low,33,Standard,Monthly,Yes,Promo_Code,Smart TV,5,91.1,0.54,0,0,0,0
USER_0020449,47,1,High,25,Premium,Monthly,Yes,Organic,Mobile,5,22.0,0.58,0,0,0,0
USER_0020450,21,2,Low,54,Premium,Monthly,No,Promo_Code,Console,2,61.0,0.9,0,1,0,0
USER_0020451,40,1,Medium,10,Basic,Monthly,No,Organic,Smart TV,10,63.7,0.54,0,0,0,0
USER_0020452,32,1,Medium,14,Standard,Monthly,Yes,Organic,Smart TV,5,54.2,0.69,0,0,0,1
USER_0020453,20,1,Medium,24,Standard,Monthly,Yes,Organic,Smart TV,11,48.3,0.84,0,1,0,0
USER_0020454,31,1,Medium,37,Standard,Monthly,No,Promo_Code,Mobile,8,10.4,0.49,0,0,0,0
USER_0020455,46,3,Medium,2,Basic,Monthly,No,Referral,Mobile,17,53.4,0.74,0,1,0,1
USER_0020456,54,5,Medium,52,Basic,Monthly,Yes,Social_Ads,Smart TV,13,116.1,0.51,0,0,0,1
USER_0020457,48,1,Medium,58,Basic,Annual,Yes,Promo_Code,Smart TV,7,47.1,0.72,0,0,0,0
USER_0020458,21,1,Medium,18,Standard,Monthly,Yes,Social_Ads,Smart TV,7,47.6,0.78,0,0,0,0
USER_0020459,39,1,Medium,39,Basic,Monthly,Yes,Social_Ads,Mobile,3,29.5,0.55,1,0,0,1
USER_0020460,28,4,Low,60,Standard,Monthly,Yes,Social_Ads,Mobile,4,70.4,0.52,0,0,0,0
USER_0020461,52,3,Low,22,Standard,Monthly,Yes,Organic,Mobile,11,73.3,0.53,0,0,0,0
USER_0020462,43,1,High,54,Basic,Monthly,Yes,Organic,Mobile,6,36.8,0.3,0,0,0,0
USER_0020463,47,4,High,58,Basic,Monthly,Yes,Organic,Smart TV,10,92.2,0.46,0,0,0,0
USER_0020464,33,1,Medium,20,Premium,Monthly,Yes,Social_Ads,Mobile,8,51.6,0.7,0,1,0,0
USER_0020465,38,4,Medium,35,Basic,Monthly,No,Promo_Code,Smart TV,13,104.1,0.76,0,0,0,0
USER_0020466,38,4,Medium,12,Basic,Annual,Yes,Social_Ads,Mobile,11,85.8,0.51,0,0,0,0
USER_0020467,18,1,Low,38,Standard,Annual,Yes,Organic,Console,4,46.9,0.83,0,0,0,0
USER_0020468,45,2,Medium,44,Basic,Monthly,Yes,Social_Ads,Smart TV,1,46.4,0.85,0,1,0,0
USER_0020469,18,1,Medium,35,Basic,Monthly,No,Promo_Code,Mobile,3,29.0,0.55,1,0,0,1
USER_0020470,41,1,Low,67,Premium,Annual,Yes,Referral,Smart TV,4,39.5,0.69,0,1,0,0
USER_0020471,37,2,Low,64,Standard,Annual,Yes,Organic,Smart TV,0,53.3,0.72,0,0,0,1
USER_0020472,29,2,Medium,10,Standard,Monthly,Yes,Promo_Code,Mobile,7,30.4,0.45,0,1,0,0
USER_0020473,18,4,Low,31,Standard,Monthly,No,Organic,Smart TV,0,87.4,0.74,0,0,0,0
USER_0020474,20,2,High,43,Standard,Annual,Yes,Social_Ads,Mobile,1,52.8,0.49,0,0,0,0
USER_0020475,53,3,Medium,28,Basic,Monthly,Yes,Organic,Console,8,34.6,0.78,0,0,0,0
USER_0020476,46,4,Low,13,Basic,Monthly,Yes,Social_Ads,Mobile,5,69.4,0.78,0,0,0,0
USER_0020477,44,1,Low,59,Standard,Monthly,Yes,Promo_Code,Smart TV,7,56.8,0.39,0,0,0,0
USER_0020478,30,2,Medium,26,Standard,Monthly,No,Organic,Web,5,44.4,0.13,0,0,0,0
USER_0020479,45,4,Low,41,Standard,Monthly,No,Organic,Web,11,57.9,0.48,0,0,0,0
USER_0020480,18,3,Low,25,Basic,Monthly,Yes,Organic,Web,9,53.8,0.48,0,0,0,0
USER_0020481,47,2,Medium,31,Basic,Annual,No,Organic,Smart TV,1,68.7,0.47,0,1,0,1
USER_0020482,33,1,High,33,Standard,Monthly,Yes,Organic,Web,3,26.1,0.29,0,0,0,0
USER_0020483,39,1,Medium,61,Standard,Monthly,No,Organic,Web,2,36.4,0.44,0,0,0,1
USER_0020484,33,4,Low,48,Standard,Monthly,Yes,Organic,Mobile,9,80.1,0.17,0,0,0,0
USER_0020485,60,1,High,38,Standard,Monthly,Yes,Organic,Mobile,2,25.8,0.73,0,0,0,0
USER_0020486,42,4,Medium,16,Basic,Annual,Yes,Promo_Code,Smart TV,3,92.5,0.78,0,0,0,0
USER_0020487,26,2,Medium,26,Standard,Monthly,Yes,Social_Ads,Mobile,4,34.3,0.69,0,0,0,0
USER_0020488,43,2,High,13,Premium,Monthly,Yes,Promo_Code,Web,0,40.8,0.49,0,0,0,1
USER_0020489,36,1,Medium,3,Standard,Monthly,No,Organic,Mobile,2,50.9,0.44,0,0,0,1
USER_0020490,18,1,Medium,26,Basic,Monthly,Yes,Social_Ads,Smart TV,1,64.3,0.83,0,0,0,0
USER_0020491,24,2,Low,1,Standard,Monthly,Yes,Organic,Console,4,42.4,0.36,0,1,0,1
USER_0020492,27,3,Low,61,Basic,Monthly,Yes,Organic,Smart TV,3,84.7,0.52,0,0,0,0
USER_0020493,18,1,High,10,Standard,Monthly,No,Promo_Code,Smart TV,7,59.7,0.53,1,0,0,1
USER_0020494,57,2,Low,21,Standard,Annual,Yes,Social_Ads,Smart TV,8,68.3,0.84,0,0,0,0
USER_0020495,41,1,Medium,54,Basic,Monthly,No,Promo_Code,Mobile,6,25.4,0.44,0,0,0,1
USER_0020496,63,2,Low,22,Standard,Monthly,Yes,Promo_Code,Mobile,11,18.2,0.62,0,0,0,0
USER_0020497,37,3,Medium,58,Basic,Monthly,Yes,Organic,Console,1,44.2,0.33,0,0,0,0
USER_0020498,20,4,High,15,Standard,Monthly,No,Organic,Smart TV,4,112.1,0.74,0,0,0,1
USER_0020499,18,4,Low,64,Premium,Monthly,Yes,Organic,Mobile,8,53.8,0.57,0,0,0,0
USER_0020500,35,2,Medium,57,Standard,Monthly,Yes,Promo_Code,Web,0,35.5,0.55,0,0,0,1
USER_0020501,18,4,Low,63,Standard,Annual,Yes,Organic,Web,2,68.7,0.53,0,0,0,0
USER_0020502,44,2,Medium,18,Standard,Monthly,Yes,Social_Ads,Smart TV,1,47.7,0.61,0,1,0,1
USER_0020503,44,2,Low,22,Basic,Monthly,Yes,Organic,Smart TV,4,73.6,0.41,0,0,0,0
USER_0020504,38,2,Medium,16,Premium,Annual,Yes,Organic,Smart TV,23,87.7,0.85,0,0,0,0
USER_0020505,28,4,Medium,39,Basic,Monthly,Yes,Promo_Code,Mobile,9,66.7,0.61,1,1,0,1
USER_0020506,39,3,Medium,44,Basic,Monthly,Yes,Organic,Mobile,18,62.8,0.52,0,1,0,0
USER_0020507,18,2,Low,19,Premium,Annual,Yes,Organic,Mobile,5,65.0,0.29,0,0,0,1
USER_0020508,43,1,Medium,3,Standard,Monthly,No,Social_Ads,Mobile,5,36.4,0.71,0,0,0,0
USER_0020509,18,3,Low,3,Standard,Monthly,Yes,Social_Ads,Console,9,45.7,0.64,0,1,0,1
USER_0020510,51,2,High,41,Standard,Monthly,Yes,Promo_Code,Smart TV,17,40.9,0.79,0,1,0,0
USER_0020511,30,2,Medium,25,Basic,Monthly,Yes,Referral,Mobile,27,29.3,0.52,0,0,0,1
USER_0020512,18,3,Medium,26,Premium,Monthly,Yes,Organic,Smart TV,5,67.1,0.82,0,0,0,0
USER_0020513,26,6,High,2,Standard,Monthly,Yes,Organic,Mobile,0,62.3,0.58,0,3,0,1
USER_0020514,52,3,Medium,58,Standard,Monthly,Yes,Organic,Smart TV,3,68.5,0.28,0,0,0,0
USER_0020515,34,2,Low,32,Basic,Monthly,Yes,Promo_Code,Smart TV,1,59.8,0.37,0,0,0,0
USER_0020516,32,1,Medium,70,Basic,Annual,Yes,Social_Ads,Mobile,6,45.6,0.22,0,1,0,1
USER_0020517,47,1,Medium,63,Standard,Annual,Yes,Social_Ads,Console,1,25.8,0.79,0,0,0,1
USER_0020518,47,3,Medium,13,Premium,Monthly,Yes,Organic,Mobile,13,40.9,0.42,0,2,0,0
USER_0020519,36,3,Low,18,Basic,Annual,Yes,Social_Ads,Mobile,5,48.9,0.49,0,0,0,0
USER_0020520,29,2,Medium,29,Standard,Monthly,No,Promo_Code,Mobile,3,44.0,0.75,1,0,0,1
USER_0020521,33,4,Low,22,Standard,Monthly,No,Social_Ads,Smart TV,23,90.6,0.43,0,0,0,0
USER_0020522,40,1,Medium,49,Basic,Monthly,Yes,Organic,Mobile,15,57.8,0.6,0,1,0,0
USER_0020523,40,3,Low,71,Premium,Monthly,Yes,Organic,Smart TV,0,75.5,0.52,0,0,0,1
USER_0020524,33,3,High,9,Basic,Monthly,Yes,Promo_Code,Smart TV,0,64.3,0.63,0,0,0,1
USER_0020525,47,6,Medium,50,Basic,Monthly,Yes,Promo_Code,Smart TV,1,85.1,0.13,0,1,0,0
USER_0020526,37,4,Low,54,Standard,Monthly,Yes,Social_Ads,Mobile,6,69.8,0.97,0,0,0,0
USER_0020527,44,3,Medium,71,Standard,Monthly,Yes,Social_Ads,Smart TV,6,61.2,0.61,0,0,0,0
USER_0020528,29,2,Low,25,Basic,Monthly,Yes,Social_Ads,Mobile,5,24.7,0.5,0,0,0,0
USER_0020529,32,6,Medium,12,Premium,Monthly,No,Social_Ads,Smart TV,3,114.1,0.6,0,0,0,1
USER_0020530,20,2,High,25,Premium,Monthly,Yes,Organic,Mobile,0,45.3,0.6,0,1,0,0
USER_0020531,38,5,Low,44,Standard,Monthly,Yes,Social_Ads,Mobile,19,70.2,0.46,0,0,0,1
USER_0020532,25,2,Medium,15,Standard,Monthly,Yes,Organic,Console,4,37.7,0.52,0,0,0,0
USER_0020533,45,1,Medium,19,Basic,Annual,Yes,Promo_Code,Console,3,0.0,0.88,0,0,0,0
USER_0020534,37,3,Medium,23,Standard,Monthly,Yes,Social_Ads,Mobile,0,35.9,0.5,0,0,0,0
USER_0020535,23,4,Low,25,Basic,Annual,Yes,Organic,Web,4,64.6,0.46,0,0,0,0
USER_0020536,40,3,High,25,Basic,Monthly,No,Social_Ads,Mobile,10,37.3,0.24,0,1,0,1
USER_0020537,41,2,Medium,8,Standard,Annual,Yes,Organic,Smart TV,3,79.5,0.77,1,0,0,0
USER_0020538,35,2,Low,68,Standard,Monthly,Yes,Promo_Code,Smart TV,1,68.4,0.59,0,0,0,0
USER_0020539,32,2,Medium,40,Premium,Monthly,Yes,Organic,Mobile,0,42.2,0.89,0,0,0,0
USER_0020540,18,3,Low,48,Basic,Monthly,Yes,Social_Ads,Mobile,16,43.2,0.54,0,0,0,0
USER_0020541,25,2,High,25,Basic,Monthly,Yes,Organic,Web,3,30.1,0.53,0,0,0,0
USER_0020542,18,2,Medium,55,Basic,Monthly,Yes,Referral,Mobile,22,52.4,0.84,0,0,0,0
USER_0020543,27,1,Medium,22,Basic,Monthly,Yes,Organic,Mobile,5,16.1,0.54,0,0,0,0
USER_0020544,29,4,Medium,68,Premium,Annual,No,Social_Ads,Mobile,9,53.6,0.42,0,1,0,0
USER_0020545,52,6,Medium,16,Standard,Monthly,No,Organic,Smart TV,25,100.5,0.66,1,0,0,1
USER_0020546,37,3,Low,57,Standard,Monthly,Yes,Referral,Mobile,9,63.0,0.59,0,1,0,0
USER_0020547,55,3,Medium,63,Basic,Monthly,No,Organic,Mobile,3,41.3,0.69,0,0,0,1
USER_0020548,49,4,Medium,30,Premium,Monthly,Yes,Social_Ads,Smart TV,3,63.2,0.77,0,0,0,0
USER_0020549,51,1,Low,37,Standard,Monthly,No,Organic,Web,3,31.8,0.86,0,1,0,0
USER_0020550,22,2,Medium,35,Standard,Monthly,Yes,Promo_Code,Mobile,6,43.4,0.72,0,0,0,1
USER_0020551,23,4,Medium,53,Basic,Annual,Yes,Organic,Mobile,0,74.9,0.31,0,2,0,1
USER_0020552,40,3,Medium,27,Standard,Monthly,No,Organic,Mobile,0,45.8,0.7,0,0,0,0
USER_0020553,39,2,Low,68,Standard,Monthly,Yes,Social_Ads,Smart TV,0,68.1,0.69,1,0,0,1
USER_0020554,37,1,Medium,53,Premium,Monthly,Yes,Promo_Code,Mobile,2,31.0,0.21,1,0,0,1
USER_0020555,27,1,Medium,13,Standard,Monthly,Yes,Organic,Web,7,43.5,0.9,1,0,0,1
USER_0020556,28,4,Low,55,Standard,Annual,Yes,Promo_Code,Mobile,11,60.5,0.9,0,0,0,1
USER_0020557,54,3,Low,71,Standard,Monthly,No,Organic,Smart TV,5,76.1,0.65,0,0,0,0
USER_0020558,57,2,Medium,26,Basic,Monthly,Yes,Organic,Mobile,1,5.1,0.59,0,0,0,0
USER_0020559,18,1,Medium,11,Standard,Monthly,No,Social_Ads,Web,9,26.5,0.72,0,0,0,0
USER_0020560,34,2,Low,43,Basic,Monthly,No,Referral,Console,2,15.2,0.47,0,0,0,1
USER_0020561,35,6,Medium,55,Basic,Monthly,No,Organic,Mobile,11,73.3,0.42,0,0,0,0
USER_0020562,26,6,Medium,64,Basic,Monthly,No,Organic,Mobile,1,67.2,0.49,0,0,0,1
USER_0020563,40,3,Medium,40,Premium,Monthly,No,Referral,Console,3,45.4,0.86,0,0,0,1
USER_0020564,18,2,Low,4,Basic,Monthly,Yes,Organic,Mobile,7,51.0,0.55,0,0,0,1
USER_0020565,36,6,High,42,Basic,Monthly,Yes,Referral,Mobile,1,78.5,0.35,0,0,0,0
USER_0020566,25,2,Medium,41,Basic,Monthly,Yes,Organic,Smart TV,0,48.0,0.53,0,2,0,0
USER_0020567,42,4,Low,2,Basic,Monthly,Yes,Organic,Mobile,10,80.6,0.74,0,1,0,1
USER_0020568,44,1,High,43,Standard,Monthly,Yes,Social_Ads,Smart TV,2,26.6,0.83,0,0,0,0
USER_0020569,56,2,Low,6,Basic,Monthly,Yes,Referral,Mobile,2,50.8,0.63,0,0,0,1
USER_0020570,24,2,Medium,38,Basic,Monthly,Yes,Social_Ads,Web,0,40.8,0.68,0,2,0,0
USER_0020571,38,2,Medium,69,Basic,Annual,Yes,Social_Ads,Smart TV,4,59.4,0.74,0,0,0,1
USER_0020572,24,4,Medium,57,Basic,Monthly,Yes,Social_Ads,Mobile,11,81.7,0.43,0,0,0,0
USER_0020573,38,2,High,10,Standard,Annual,Yes,Social_Ads,Console,2,33.1,0.81,0,0,0,0
